姓名,名称,分类,位置,专家,评价,定位
Way2Hungry,太食兽泰式茶餐厅,泰式,湖滨银泰,False,"味道很好但是价格偏贵。之前在西溪天街开过一家但是后面关门了，成为了我心中的白月光，所以把它放在这里。",偶尔尝鲜
